PIM | Brand,UPC Code,English Description,COST
Vaseline,6291105153263,"<p><strong>Highlights:</strong></p><ul>
<li>Provides 24 hours moisturization</li><li>Repairs dry and chapped lips</li><li>Lip balm for soft and glossy lips</li><li>Contains essential nourishment of vitamin E</li><li>Delivers a gorgeous, healthy tint</li></ul>",13.0
Vaseline,6291105153270,"<p><strong>Highlights:</strong></p><ul>
<li>Provides 24 hours moisturization</li><li>Repairs dry and chapped lips</li><li>Lip balm for soft and glossy lips</li><li>Delivers a gorgeous, healthy tint</li></ul>",13.0
Vaseline,6291105153287,<p><strong>Highlights:</strong></p><ul><li>Provides 24 hours moisturization</li><li>Repairs dry and chapped lips</li><li>Lip balm for soft and glossy lips</li></ul>,13.0
Vaseline,6291105153294,<p><strong>Highlights:</strong></p><ul><li>Provides 24 hours moisturization</li><li>Repairs dry and chapped lips</li><li>Lip balm for soft and glossy lips</li></ul>,13.0
Nurofen,6295120005385, ,15.3
Dettol,6295120010730,,14.95
Mucinex,6295120012345, ,28.85
Gaviscon,6295120040225, ,20.9
Durex,6295120050491,"<p><strong>Highlights:<br></strong></p><ul>
<li>Durex Condoms are created for longer-lasting pleasure</li><li>Made with special ingredient, Silicon to give the maximum pleasure</li><li>Newly improved and with an odor masker – no distracting latex smell, when you’re getting it on</li><li>Suitable for all skin types</li></ul>",80.0
Artelac,6297000720180,,74.0
Artelac,6297000720258,"<p><strong>Highlights:</strong></p><ul>  
<li>Artelac Night-time Gel is designed to supplement the tear film 
including the important outer-lipid layer for maximum relief and 
moisture retention on the surface of the eye.  </li>  
<li> It has a calm and soothing effect on the eyes while at the same time it locks in moisture to provide long term relief.  </li>  
<li>
 It is an ideal product for everybody suffering from a range of symptoms
 of dry eyes such as tired, stressed, gritty, burning and/or tearing 
eyes. </li></ul>",30.1
Nizoral,6297000859002, ,30.55
MuscleTech,631656703306,<p><strong>Highlights:</strong></p><ul><li>Protein powder contains a research-proven 3-gram dose of creatine monohydrate</li><li>Helps to build more strength than regular whey protein</li><li>Contains bioengineered food ingredients</li><li>Ultimate muscle building formula</li><li>Increase strength and performance</li></ul>,250.0
CHI,633911842799,"<p><strong>Highlights:</strong></p><ul><li>The secret is the intense nourishment & hydration of silk proteins that will give your hair results as the cold treatment sessions in the salon.</li><li>A magic solution in which you save your hair before every occasion and after dyeing, highlighting, if you use heat styling tools regularly & to define your curly hair.</li><li>Sulfates & paraben free, suitable for all hair types.</li></ul>",199.0
CHI,633912000000,"<p><strong>Highlights:</strong></p><ul>
<li>It rebuilds the hair\'s cuticle, and penetrates deep into the hair to retain moisture and smooth the cuticle</li><li>It improves elasticity and prevents future breakage, while adding intense hydration that restores softness and shine. </li></ul>",149.0
Applied Nutrition,634158679865,"<p><strong>Highlights:</strong></p><ul>
<li>25.4 G Protein Per Serving</li><li>Maintenance & Growth of Muscle Mass</li><li>Slow Absorbing Protein</li></ul>",265.0
Applied Nutrition,634158722950,"<p><strong>Highlights:</strong></p><ul>
<li>Over 24g of Protein Per Serving</li><li>Soy Protein & Pea Protein & Brown Rice Protein & Hemp Protein</li><li>contribute to the growth & Maintenance of Muscle Mass</li></ul>",199.0
Applied Nutrition,634158743429,"<p><strong>Highlights:</strong></p><ul>
<li>Help to lose weight.</li><li>Supports athletic performance and endurance.</li><li>Supports energy production.</li></ul>",185.0
Applied Nutrition,634158767487,"<p><strong>Highlights:</strong></p><ul>  <li>INCREASE YOUR PHYSICAL PERFORMANCE: Applied Nutrition’s ABE combines 
some of the most vital and extensively researched active ingredients. 
These ingredients are proven to boost physical performance, reduce the 
onset of fatigue during a workout and enhance focus during training.  </li>  <li>
 HIGH IN B12: All Black Everything pre-workout powder contains vitamin 
B12. B12 encourages normal red blood cell formulation. These, in 
combination with other vital nutrients, aid healthy living.  </li>  <li>
 MANY DELICIOUS FLAVOURS: The ABE pre-workout powder comes in an array 
of different tasty flavours to help fuel your training session. From 
bubblegum to tropical flavours, there is something for everyone to make a
 scrumptious shake.  </li>  <li>
 TESTED FOR ATHLETES: Every ingredient in this pre-workout powder is 
rigorously tested. This ensures that it has a high nutritional value and
 can be used by professional athlete</li></u",125.0
Applied Nutrition,634158794018,"<p><strong>Highlights:</strong></p><ul>  
<li>Essential amino acid cannot be synthesised or created by the body and therefore must be supplied from the diet  </li>  
<li> Amino acids are complex chemicals that are the building blocks of protein  </li>  
<li> Amino fuel is the perfect blend delivering 11g of amines per serving </li></ul>",160.0
Applied Nutrition,634158794285,"<p><strong>Highlights:</strong></p><ul><li>Fuel for training and perfect for before, during and after exercise</li><li>Carb-x highly branched cyclic dextrin carbs (cluster dextrin) are highly soluble and provide a quick source of energy</li><li>Recommended to be taken with i-drive for maximum results</li><li>Highly soluble carbohydrates + 50 mg astragin added highly soluble and provide a fast source of energy</li><li>Precursor to nitrogen oxide vegan vegetarian gluten free</li></ul>",165.0
Biosoft,6420618265259, ,31.1
Jamieson,64642073983,"<h3><strong>Highlights:</strong></h3><ul><li><strong>highly absorb-able zinc formula</strong></li><li><strong>Immune system support.</strong></li><li><strong>It helps the body metabolize carbohydrates, fats and protein</strong></li></ul><p><a title=""\&quot;\\\&quot;"" tabindex=""\&quot;\\\&quot;"" class=""\&quot;\\\&quot;""></a></p>",55.0
Bioglan,647125805051,"<p><strong>Highlights:</strong></p><ul>
<li>Up to 10 Times More Fish Oil Than Other Kids Brands</li><li>Up to 8 Times More DHA than Other Kids Brands</li><li>Guaranteed No Fishy Taste</li><li>Each Burstlet- 500 mg Natural Fish Oil</li><li>Dietary Supplement</li></ul><p>Omega-3 is perhaps the single</p>",42.0
Avalon Organics,654749350010,"<p><strong>Highlights:</strong></p><ul>  <li>One 1 fl oz bottle of Avalon Organics Natural Vitamin C Radiance Serum  </li>  <li> Daily Serum to use morning and evening; suitable for sensitive skin, dermatologist tested  </li>  <li> Biodegradable and certified organic formula made with plant-based botanicals and essential oils  </li>  <li> No GMOs, parabens, harsh preservatives, synthetic colors or fragrances, phthalates or sulfates  </li>  <li> Always cruelty-free, never tested on animals; recognized by the Leaping Bunny Program&nbsp;</li></ul>",317.4
Avalon Organics,654749350027,<p><strong>Highlights:</strong></p><ul><li>Contains Organic Ingredients</li><li>Nourish - Brighten - Renew</li><li>Renewal Creme Riche</li><li>Triple C Complex</li><li>Suitable for Sensitive Skin</li><li>Dermatologist Tested</li><li>NSF Certified</li><li>Vegan</li><li>Biodegradable</li><li>No GMOs</li></ul>,125.0
Avalon Organics,654749350041,"<p><strong>Highlights:</strong></p><ul>  
<li>One 1.7 oz. jar of Avalon Organics Natural Vitamin C Gel Cream Moisturizer  </li>  
<li> Lightweight gel cream to use morning and night; Dermatologist tested, suitable for sensitive skin  </li>  
<li> Certified organic formula made with plant-based botanicals and essential oils  </li>  
<li> No GMOs, parabens, harsh preservatives, synthetic colors or fragrances, phthalates or sulfates  </li>  
<li> Always cruelty-free, never tested on animals; recognized by the Leaping Bunny Program&nbsp;</li></ul>",287.5
Avalon Organics,654749351109,"<h2><strong>Highlights:</strong></h2><ul>
<li><strong>Normalize oil production,&nbsp;</strong></li><li><strong>Encourage healthy circulation</strong></li><li><strong>Improve scalp conditions.</strong></li><li><strong>Strengthen the hair strands giving your hair a fuller.<br></strong></li></ul>",78.0
Avalon Organics,654749351178,<p><strong>Highlights:</strong></p><li>ncourages Scalp Well-Being and Leaves Hair Soft and Healthy-Looking</li><li>NSF Certified</li><li>No GMOs</li><li>Vegan</li><li>Biodegradable</li><li>Contains Organic Ingredients</li><li>Deep Roots Beauty Care&trade;</li><li>Hain Celestial</li><li>Leaping Bunny Certified</li><li>pH Balanced</li><li>Certified by QAI to NSF/ANSI</li>,56.52
Avalon Organics,654749351369,"<h3><strong>Highlights:</strong></h3><p><strong>SMOOTH SHINE CONDITIONER with Apple Cider Vinegar Formulated for hair 
that is overworked or weighed down by product buildup, our 3-step Apple 
Cider Vinegar hair care regimen, containing a medley of raw Apple Cider 
Vinegar, Nettle Extract and Argan and Babassu Oils, works together to 
condition hair and help lock in shine and reduce fly-aways.</strong></p>",149.5
Avalon Organics,654749351505,"<p><strong>Highlights:</strong></p><ul>
<li>EWG Verified - For Your Health</li><li>NSF Contains Organic Ingredients</li><li>No GMOs</li><li>Vegan</li><li>Biodegradable</li><li>pH Balanced</li><li>Certified Organic Ingredients</li><li>Deep Rooted - Beauty Care&trade;</li><li>Hain Celestial</li><li>Leaping Bunny Certified</li><li>Certified by QAI</li></ul>",65.0
Avalon Organics,654749351604,"<h3><strong>Highlights:</strong></h3><ul><li><strong>Rosemary Has Traditionally Been Used To Normalize Oil Production.</strong></li><li><strong>Encourage Healthy Circulation And Improve Scalp Conditions.</strong></li><li><strong> Wheat Protein Helps Strengthen The Hair Strands Giving Your Hair A Fuller, Healthier Look And Feel.</strong>:</li></ul>",165.6
Avalon Organics,654749351673,<p><strong>Highlights:</strong></p><li>EWG Verified - For Your Health</li><li>NSF Certified</li><li>No GMOs</li><li>Vegan</li><li>Biodegradable</li><li>pH Balanced</li><li>Deep Rooted - Beauty Care </li><li>Hain Celestial </li><li>Leaping Bunny Certified&nbsp;</li>,165.6
Avalon Organics,654749352007,"<p><strong>Highlights:</strong></p><ul>  <li>One 12 oz. bottle of Avalon Organics Nourishing Lavender Hand & Body Lotion  </li>  <li> Deeply nourishes and moisturizes extra dry skin for long lasting hydration  </li>  <li> Certified organic, plant-based formula made with organic botanicals and essential oils  </li>  <li> No GMOs, parabens, harsh preservatives, synthetic colors or fragrances, phthalates or sulfates  </li>  <li> Vegan and not tested on animals&nbsp;</li></ul>",156.4
Avalon Organics,654749361061,"<p><strong>Highlights:</strong></p><ul>
<li>Gentle cleansing and nourishing properties make it a must-have choice</li><li>Strengthens and revitalises tresses, effectively reducing hair fall</li><li>Helps gently cleanse and nourish hair without weighing it down</li></ul>",70.0
Avalon Organics,654749361283,<p><strong>Highlights:</strong></p><ul><li>Encourages Scalp Well-Being and Leaves Hair Soft and Healthy-Looking</li><li>NSF Certified</li><li>No GMOs</li><li>Vegan</li><li>Biodegradable</li><li>Deep Rooted Beauty Care</li><li>Hain Celestial</li><li>Leaping Bunny Certified</li><li>Certified by QAI to NSF/ANSI 305 </li><li>pH balanced</li><li>Contains Organic Ingredients</li></ul>,149.5
ALLMAX,665553227870,"<p><strong>Highlights:</strong></p><ul>
<li>Science • Innovation • Quality • Results</li><li>Essentials</li><li>Promotes Nitric Oxide Production</li><li>Supports Vascular Blood Flow</li><li>Reduces Muscle Fatigue</li><li>Free Scoop</li><li>Dietary Supplement</li><li>Quality Guarantee - Purity & Potency Tested</li><li>Lab Tested Every Lot</li><li>cGMP Registered Facility</li><li>Vegan</li></ul>",119.97
Mommys Bliss,679234052996,"<p><strong>Highlights:</strong></p><ul>
<li>#1 Selling Brand</li><li>Relieves Occasional Stomach Discomfort from Gas-Colic-Fussiness-Hiccups</li><li>Free of Dyes, Alcohol & Parabens</li><li>Liquid Dietary Supplement</li><li>No-Spill Syringe Adapter</li><li>Fennel & Ginger Extracts</li><li>Safe & Gentle</li><li>100% Vegetarian & Vegan</li><li>No Refrigeration Needed</li><li>No Artificial Flavors or Colors</li><li>Women Owned and Led</li><li>NSF - Contents Certified</li><li>All Packaging is Free of BPA, PVC\'s and Phthalates</li></ul>",61.65
Mommys Bliss,679234058035,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>Simethicone-based remedy</strong></li><li><strong>Recommended by pediatricians</strong></li><li><strong> Healthful ingredients for healthy families</strong></li><li><strong>Safe for newborns</strong></li><li><strong>No Artificial colors or flavors or Gluten</strong></li><li><strong>Soy-free; alcohol and paraben free.</strong></li><li><strong>Dropper included in every box</strong></li><li><strong>No refrigeration required after opening;</strong></li><li><strong>Newborn + of age</strong></li></ul>",69.0
Parodontax,6805699533327,"<p><strong>Highlights:</strong></p><ul>
<li>Perfection toothpaste will remove up to 100% surface stains in 3 days</li><li>Whitening Accelerator to protect from new surface stains for up to 24 hours</li><li>For best results use twice per day</li></ul>",30.0
Sensodyne,6805699533907,"<p><strong>Highlights:</strong></p><ul>  
<li>Gently clean teeth and gentle on gums</li>  
<li> Designed to adapt to delicate areas on your teeth and gums, providing all round cleaning  </li>  
<li> Gently clean teeth and gentle on gums  </li>  
<li> Designed to adapt to delicate areas on your teeth and gums, providing all round cleaning </li></ul>",26.0
Parodontax,6805699954542,<p><strong>Highlights:</strong></p><ul>  <li>Helps whiten teeth as you brush regularly  </li>  <li> Helps fight cavities with an explosion of freshness  </li>  <li> To maintain good oral hygiene&nbsp;</li></ul>,34.5
Sensodyne,6805699955082,"<p><strong>Highlights:</strong></p><ul>  
<li>Features bristles which flex on contact with the teeth and gums to help provide gentle cleaning  </li>  
<li> Brushes very handy to reach all the zones of the mouth adapts with precision to contours of the teeth  </li>  
<li> Conceived to act in the narrowest places  </li>  
<li> Brings softness and protection of the gums during brushings  </li>  
<li> Packaging / Colour May Vary </li></ul>",30.0
Sensodyne,6805699956027,"<p><strong>Highlights:</strong></p><ul>
<li>Sensodyne Extra Fresh builds round the clock sensitivity protection and cleans effectively</li><li>It builds soothing protection around the nerve, deep inside the tooth</li><li>So you don’t need to worry when you eat or drink.</li><li>Also contains fluoride to strengthen teeth and protects against decay</li></ul>",27.0
